,Month,Temperature (F),Humitdity (%),Snowfall Depth (in),Wind Speed (MPH),Precipitation (in),Max Temperature (F),Max Wind Speed (MPH)
1514,2016-06,63.0,43.3,0.0,10.5,0.0,71.5,16.5
1515,2016-06,67.5,34.3,0.0,6.8,0.0,77.0,11.6
1516,2016-06,76.0,52.0,0.0,5.6,0.0,89.3,14.2
1517,2016-06,75.5,45.5,0.0,11.7,0.0,83.6,16.9
1518,2016-06,65.3,52.9,0.0,8.9,0.0,72.9,12.0
1519,2016-06,69.8,42.5,0.0,5.9,0.0,79.1,9.1
1520,2016-06,74.7,44.0,0.0,4.3,0.0,84.4,10.3
1521,2016-06,71.0,69.3,0.0,2.3,0.1,74.4,6.3
1522,2016-06,69.4,59.5,0.0,5.4,0.0,75.6,10.3
1523,2016-06,73.3,47.5,0.0,4.3,0.02,84.8,12.5
1524,2016-06,73.3,56.5,0.0,4.7,0.0,85.9,10.7
1525,2016-06,74.8,64.8,0.0,4.7,0.0,81.0,9.2
1526,2016-06,79.8,44.0,0.0,6.0,0.0,87.6,11.6
1527,2016-06,77.9,38.2,0.0,5.7,0.0,84.4,15.3
1528,2016-06,74.9,57.8,0.0,3.0,0.0,82.2,7.7
1529,2016-06,74.1,58.0,0.0,5.6,0.0,81.3,9.5
1530,2016-06,73.3,57.1,0.0,4.8,0.04,81.6,9.3
1531,2016-06,75.1,53.2,0.0,5.1,0.14,83.0,11.5
1532,2016-06,73.4,70.0,0.0,7.0,0.35,79.6,11.5
1533,2016-06,71.2,90.7,0.0,4.6,0.25,74.6,6.4
1534,2016-06,75.6,65.5,0.0,4.4,0.0,83.8,9.0
1535,2016-06,76.5,55.0,0.0,4.7,0.0,84.9,12.9
1536,2016-06,76.5,55.0,0.0,4.7,0.0,84.9,12.9
1537,2016-07,73.7,78.4,0.0,5.4,0.71,78.9,12.6
1538,2016-07,71.8,54.6,0.0,7.3,0.0,76.3,11.6
1539,2016-07,73.7,49.7,0.0,4.8,0.0,79.6,10.5
1540,2016-07,73.9,66.5,0.0,5.6,0.33,82.8,12.3
1541,2016-07,78.9,72.2,0.0,4.0,0.28,87.6,7.6
1542,2016-07,84.1,59.0,0.0,5.0,0.0,91.7,11.4
1543,2016-07,83.0,68.2,0.0,3.9,0.04,91.2,13.3
1544,2016-07,77.2,77.9,0.0,5.7,0.05,85.8,11.0
1545,2016-07,68.4,86.6,0.0,4.8,0.38,71.7,7.3
1546,2016-07,73.8,70.3,0.0,5.7,0.0,80.8,11.4
1547,2016-07,73.1,64.6,0.0,4.3,0.0,81.4,7.0
1548,2016-07,75.1,69.5,0.0,6.1,0.0,81.7,11.2
1549,2016-07,76.6,74.7,0.0,5.3,0.02,83.5,9.9
1550,2016-07,80.4,80.5,0.0,4.7,0.4,88.1,9.0
1551,2016-07,85.5,57.7,0.0,5.3,0.01,92.0,11.3
1552,2016-07,81.3,59.8,0.0,4.6,0.18,90.3,10.6
1553,2016-07,82.8,57.0,0.0,3.7,0.01,91.1,11.4
1554,2016-07,82.0,64.2,0.0,5.3,0.28,93.6,10.3
1555,2016-07,78.6,46.4,0.0,6.9,0.0,82.9,12.1
1556,2016-07,76.4,48.5,0.0,4.7,0.0,83.4,9.6
1557,2016-07,79.8,58.1,0.0,6.7,0.0,88.6,13.8
1558,2016-07,84.8,59.6,0.0,8.3,0.0,94.7,11.9
1559,2016-07,88.1,39.7,0.0,7.4,0.0,94.9,11.5
1560,2016-07,83.8,50.1,0.0,4.5,0.03,93.1,11.7
1561,2016-07,80.7,73.8,0.0,4.8,1.18,92.1,10.3
1562,2016-07,82.3,59.0,0.0,6.2,0.0,90.5,12.5
1563,2016-07,82.8,54.0,0.0,4.0,0.01,91.1,10.6
1564,2016-07,82.6,64.8,0.0,4.5,0.03,92.9,12.3
1565,2016-07,76.7,79.2,0.0,4.5,0.71,84.3,8.2
1566,2016-07,77.0,82.9,0.0,3.8,0.31,83.4,10.9
1567,2016-07,75.5,88.4,0.0,5.0,0.73,79.0,7.9
1568,2016-07,75.5,88.4,0.0,5.0,0.73,79.0,7.9
1569,2016-08,73.1,81.2,0.0,4.9,0.0,78.6,6.6
1570,2016-08,72.8,70.2,0.0,4.8,0.0,77.4,8.5
1571,2016-08,72.8,65.6,0.0,4.2,0.0,79.8,8.3
1572,2016-08,73.8,65.8,0.0,4.3,0.0,80.5,9.2
1573,2016-08,76.2,63.8,0.0,5.8,0.0,82.8,11.4
1574,2016-08,79.6,69.7,0.0,5.0,0.1,88.7,8.7
1575,2016-08,79.8,48.3,0.0,5.5,0.0,87.4,11.3
1576,2016-08,78.8,54.1,0.0,3.8,0.0,85.4,7.6
1577,2016-08,79.0,60.4,0.0,5.7,0.02,86.7,11.9
1578,2016-08,81.7,76.8,0.0,5.6,0.09,88.0,9.4
1579,2016-08,85.4,68.8,0.0,5.3,0.19,94.9,13.4
1580,2016-08,84.1,71.9,0.0,5.2,0.26,94.8,13.5
1581,2016-08,88.1,67.5,0.0,4.8,0.0,97.3,11.9
1582,2016-08,87.0,62.2,0.0,5.2,0.03,94.6,10.9
1583,2016-08,84.1,62.2,0.0,3.8,0.0,91.3,8.3
1584,2016-08,83.6,72.9,0.0,5.8,0.11,88.2,12.7
1585,2016-08,80.6,62.2,0.0,7.0,0.06,84.9,11.1
1586,2016-08,79.5,66.6,0.0,2.4,0.03,85.4,5.5
1587,2016-08,80.1,66.6,0.0,3.8,0.0,87.5,8.7
1588,2016-08,78.9,72.7,0.0,4.7,0.27,83.8,9.4
1589,2016-08,79.4,76.8,0.0,7.0,0.21,86.6,12.1
1590,2016-08,72.7,56.2,0.0,8.1,0.0,78.8,13.2
1591,2016-08,72.3,54.1,0.0,3.4,0.0,81.6,6.5
1592,2016-08,76.5,61.3,0.0,4.5,0.0,85.9,9.4
1593,2016-08,77.4,70.7,0.0,5.5,0.0,84.6,9.9
1594,2016-08,82.7,63.7,0.0,5.5,0.0,90.4,9.6
1595,2016-08,79.6,55.0,0.0,4.6,0.04,87.3,10.4
1596,2016-08,78.3,65.8,0.0,3.8,0.07,86.1,8.7
1597,2016-08,81.2,54.9,0.0,5.6,0.0,89.9,9.8
1598,2016-08,76.7,63.2,0.0,4.0,0.0,83.4,6.7
1599,2016-08,79.5,70.4,0.0,4.3,0.0,86.6,7.0
1600,2015-01,18.1,51.9,5.4,10.4,0.0,25.4,14.1
1601,2015-02,28.8,67.0,5.0,3.7,0.02,35.1,5.8
1602,2015-02,25.5,89.0,9.6,6.9,0.94,32.3,11.6
1603,2015-02,19.1,67.4,9.5,4.4,0.0,24.4,6.1
1604,2015-02,31.4,74.8,9.3,2.1,0.0,38.5,3.8
1605,2015-02,26.4,59.2,8.5,8.4,0.0,37.9,13.7
1606,2015-02,18.3,55.3,8.1,5.5,0.0,26.3,11.2
1607,2015-02,30.1,66.5,8.1,2.8,0.0,37.1,5.6
1608,2015-02,34.0,86.7,7.5,5.1,0.0,36.1,7.7
1609,2015-02,25.5,86.8,7.7,7.4,0.07,27.6,8.9
1610,2015-02,30.3,75.0,7.7,6.9,0.0,37.9,9.0
1611,2015-02,27.2,60.4,7.0,4.6,0.0,33.0,8.7
1612,2015-02,29.8,69.2,6.5,5.7,0.0,37.9,12.7
1613,2015-02,13.4,46.8,5.2,8.2,0.0,20.2,11.5
1614,2015-02,22.8,71.7,5.1,2.8,0.0,30.2,5.8
1615,2015-02,13.1,56.8,5.2,13.9,0.0,23.5,16.6
1616,2015-02,12.2,43.0,4.7,6.3,0.0,20.1,10.8
1617,2015-02,20.4,72.2,7.9,3.2,0.06,27.5,6.4
1618,2015-02,22.9,71.5,7.7,3.2,0.0,30.8,7.8
1619,2015-02,16.2,49.0,7.0,10.4,0.0,23.1,15.2
1620,2015-02,9.8,45.2,6.5,8.9,0.0,18.5,12.4
1621,2015-02,21.1,73.7,10.1,3.3,0.48,31.6,6.8
1622,2015-02,35.6,83.3,11.1,2.0,0.05,41.8,4.0
1623,2015-02,21.1,48.2,9.3,8.5,0.0,36.7,11.9
1624,2015-02,13.6,57.6,8.9,4.2,0.0,22.0,6.9
1625,2015-02,28.4,56.7,8.6,4.8,0.0,36.7,11.8
1626,2015-02,23.6,60.0,7.6,5.6,0.0,29.3,8.2
1627,2015-02,21.8,53.0,7.3,4.5,0.0,29.0,6.3
1628,2015-02,20.0,47.6,6.9,3.0,0.0,29.3,5.3
1629,2015-02,20.0,47.6,6.9,3.0,0.0,29.3,5.3
1630,2015-03,24.4,71.6,10.5,1.7,0.42,29.4,5.6
1631,2015-03,32.0,62.4,10.5,7.1,0.0,37.1,13.4
1632,2015-03,27.4,72.9,15.3,4.0,0.51,34.9,7.2
1633,2015-03,39.7,89.9,15.2,3.5,0.21,44.4,4.8
1634,2015-03,27.0,87.2,18.2,5.4,0.73,41.1,9.3
1635,2015-03,20.3,57.7,18.2,3.8,0.0,27.7,8.3
1636,2015-03,28.4,57.2,17.9,4.7,0.0,37.6,9.0
1637,2015-03,40.5,56.7,16.9,4.6,0.0,48.3,11.9
1638,2015-03,44.1,55.5,14.6,4.1,0.0,54.1,7.8
1639,2015-03,43.8,75.1,12.2,2.0,0.29,51.1,3.0
1640,2015-03,49.7,66.2,9.9,5.1,0.0,56.6,8.9
1641,2015-03,42.3,29.5,6.9,9.2,0.0,46.7,13.6
1642,2015-03,37.0,44.5,1.0,4.1,0.0,41.3,7.2
1643,2015-03,44.4,91.2,0.7,3.3,0.69,49.3,5.9
1644,2015-03,41.3,64.9,0.0,10.8,0.0,44.6,16.9
1645,2015-03,42.5,60.1,0.0,3.0,0.0,50.7,7.3
1646,2015-03,45.0,55.9,0.1,9.2,0.0,56.6,19.0
1647,2015-03,32.8,40.9,0.1,9.8,0.0,37.3,15.7
1648,2015-03,34.4,32.7,0.0,6.0,0.0,41.9,9.9
1649,2015-03,31.9,67.6,3.2,4.8,0.29,36.1,7.8
1650,2015-03,38.2,79.4,1.9,3.9,0.0,46.0,9.4
1651,2015-03,35.5,42.6,1.0,8.9,0.0,41.6,11.9
1652,2015-03,30.1,37.9,0.0,7.7,0.0,37.1,10.5
1653,2015-03,34.0,41.0,0.0,3.5,0.0,43.5,5.1
1654,2015-03,38.1,68.1,0.0,3.3,0.06,46.6,9.7
1655,2015-03,47.3,94.9,0.0,2.8,0.32,56.4,8.4
1656,2015-03,42.3,75.2,0.0,5.1,0.31,45.7,8.7
1657,2015-03,34.2,61.0,0.0,8.5,0.0,38.9,9.9
1658,2015-03,35.4,35.2,0.0,5.8,0.0,45.5,9.1
1659,2015-03,43.3,55.2,0.0,7.7,0.0,52.6,13.8
1660,2015-03,39.4,73.6,0.2,4.8,0.16,46.3,6.5
1661,2015-03,39.4,73.6,0.2,4.8,0.16,46.3,6.5
1662,2015-04,41.0,47.3,0.0,5.5,0.0,50.6,9.8
1663,2015-04,51.7,44.9,0.0,6.1,0.0,64.4,11.6
1664,2015-04,58.8,76.2,0.0,4.6,0.02,62.1,7.8
1665,2015-04,49.5,50.7,0.0,11.2,0.0,56.4,18.6
1666,2015-04,50.1,43.2,0.0,6.1,0.0,61.6,16.2
1667,2015-04,51.8,62.8,0.0,3.4,0.0,61.0,6.1
1668,2015-04,50.0,78.5,0.0,5.5,0.08,55.5,8.4
1669,2015-04,41.7,74.0,0.0,8.2,0.0,44.4,10.3
1670,2015-04,39.4,89.2,0.0,5.9,0.0,42.3,8.2
1671,2015-04,47.8,92.0,0.0,4.2,0.14,56.2,6.7
1672,2015-04,52.4,48.3,0.0,8.6,0.0,56.3,15.2
1673,2015-04,51.8,49.2,0.0,3.4,0.0,64.8,10.3
1674,2015-04,56.8,56.2,0.0,5.9,0.0,65.5,10.8
1675,2015-04,59.4,55.4,0.0,4.0,0.0,65.0,9.7
1676,2015-04,60.1,25.3,0.0,7.7,0.0,69.8,12.1
1677,2015-04,54.8,40.2,0.0,5.8,0.0,60.3,8.5
1678,2015-04,61.5,73.5,0.0,6.0,0.07,70.2,9.3
1679,2015-04,67.1,41.3,0.0,5.8,0.0,78.1,12.2
1680,2015-04,52.8,47.5,0.0,7.3,0.0,59.4,11.2
1681,2015-04,51.7,95.0,0.0,8.2,1.18,55.7,14.3
1682,2015-04,58.3,58.3,0.0,7.2,0.19,64.8,12.9
1683,2015-04,55.1,56.2,0.0,7.8,0.05,65.7,18.3
1684,2015-04,43.8,51.0,0.0,10.4,0.0,48.7,15.4
1685,2015-04,41.7,44.2,0.0,12.2,0.0,48.5,15.4
1686,2015-04,47.9,43.8,0.0,5.7,0.0,59.0,10.0
1687,2015-04,52.9,41.9,0.0,5.7,0.0,60.2,12.3
1688,2015-04,53.5,46.3,0.0,8.9,0.0,59.8,12.5
1689,2015-04,58.9,45.7,0.0,8.5,0.0,68.6,13.1
1690,2015-04,61.5,48.9,0.0,6.9,0.0,75.0,13.2
1691,2015-04,53.7,62.8,0.0,7.3,0.0,61.9,11.3
1692,2015-04,53.7,62.8,0.0,7.3,0.0,61.9,11.3
1693,2015-05,51.4,68.7,0.0,5.2,0.0,58.3,11.6
1694,2015-05,54.1,64.2,0.0,4.0,0.0,67.7,12.1
1695,2015-05,61.7,49.8,0.0,4.6,0.0,74.7,13.3
1696,2015-05,70.1,44.6,0.0,5.9,0.0,82.2,12.7
1697,2015-05,71.8,50.7,0.0,4.3,0.0,81.8,9.3
1698,2015-05,64.7,46.6,0.0,4.8,0.0,68.6,8.1
1699,2015-05,64.2,58.7,0.0,4.7,0.0,76.1,11.6
1700,2015-05,65.4,69.9,0.0,5.1,0.0,76.1,10.1
1701,2015-05,60.9,88.3,0.0,3.5,0.0,67.4,5.7
1702,2015-05,70.3,79.4,0.0,5.5,0.0,80.1,9.6
1703,2015-05,72.4,80.8,0.0,6.2,0.12,80.1,11.1
1704,2015-05,75.2,59.8,0.0,8.8,0.0,84.4,15.4
1705,2015-05,60.0,47.9,0.0,10.1,0.0,66.8,15.0
1706,2015-05,60.2,41.5,0.0,5.4,0.0,70.7,10.7
1707,2015-05,62.5,47.3,0.0,6.0,0.0,72.5,12.4
1708,2015-05,66.2,75.1,0.0,3.8,0.3,74.2,7.1
1709,2015-05,73.4,76.7,0.0,3.0,0.02,82.0,8.5
1710,2015-05,62.6,83.4,0.0,4.9,0.0,69.7,9.6
1711,2015-05,65.7,82.3,0.0,4.2,0.04,78.4,12.1
1712,2015-05,58.3,50.2,0.0,9.4,0.0,63.4,13.8
1713,2015-05,55.6,57.3,0.0,5.0,0.0,61.2,10.5
1714,2015-05,63.3,46.3,0.0,8.1,0.0,72.5,12.9
1715,2015-05,57.8,37.8,0.0,6.6,0.0,68.8,14.1
1716,2015-05,67.2,47.2,0.0,5.9,0.0,79.3,9.1
1717,2015-05,73.4,56.1,0.0,6.8,0.0,83.8,11.7
1718,2015-05,75.2,60.0,0.0,8.3,0.0,85.2,13.0
1719,2015-05,73.3,76.7,0.0,6.5,0.2,81.2,12.6
1720,2015-05,74.9,70.9,0.0,5.5,0.0,83.4,11.3
1721,2015-05,71.4,61.9,0.0,5.0,0.0,80.1,9.3
1722,2015-05,73.7,72.4,0.0,7.8,0.0,81.7,13.4
1723,2015-05,71.3,80.3,0.0,7.4,1.41,84.3,13.1
1724,2015-05,71.3,80.3,0.0,7.4,1.41,84.3,13.1
1725,2015-06,54.6,97.2,0.0,8.9,0.97,57.8,11.2
1726,2015-06,51.9,95.4,0.0,5.7,0.3,54.3,8.8
1727,2015-06,58.4,78.3,0.0,4.7,0.0,67.4,9.0
1728,2015-06,58.2,75.6,0.0,5.4,0.0,64.7,8.1
1729,2015-06,60.3,81.4,0.0,3.0,0.04,68.3,5.3
1730,2015-06,66.7,63.8,0.0,6.1,0.18,74.8,12.9
1731,2015-06,63.6,53.8,0.0,6.2,0.0,71.3,10.9
1732,2015-06,68.9,75.3,0.0,8.4,0.12,76.3,11.6
1733,2015-06,73.6,71.1,0.0,6.7,0.03,83.3,13.3
1734,2015-06,74.1,59.4,0.0,5.5,0.0,80.4,11.1
1735,2015-06,81.6,59.0,0.0,6.5,0.0,91.1,9.9
1736,2015-06,81.3,59.7,0.0,5.7,0.0,86.6,10.1
1737,2015-06,78.9,53.8,0.0,6.9,0.0,85.0,11.4
1738,2015-06,75.9,60.2,0.0,5.2,0.37,85.6,11.8
1739,2015-06,69.0,92.9,0.0,5.4,0.87,80.7,14.0
1740,2015-06,70.8,84.5,0.0,4.2,0.19,78.0,7.3
1741,2015-06,71.1,67.1,0.0,5.8,0.0,79.0,10.0
1742,2015-06,66.1,83.4,0.0,5.4,0.0,69.0,8.4
1743,2015-06,76.4,67.5,0.0,4.4,0.0,86.2,11.4
1744,2015-06,67.9,80.2,0.0,5.8,0.02,72.4,9.4
1745,2015-06,77.9,76.7,0.0,7.1,0.39,88.2,13.3
1746,2015-06,80.1,55.5,0.0,6.6,0.0,87.2,9.8
1747,2015-06,82.0,67.3,0.0,8.0,0.06,90.6,13.0
1748,2015-06,75.7,50.1,0.0,6.3,0.0,83.0,9.7
1749,2015-06,75.2,48.4,0.0,4.3,0.0,83.2,9.3
1750,2015-06,73.3,63.3,0.0,5.7,0.0,78.9,10.2
1751,2015-06,65.9,74.1,0.0,7.3,1.0,70.7,12.3
1752,2015-06,66.6,84.6,0.0,5.4,0.17,73.0,11.0
1753,2015-06,70.4,62.5,0.0,5.9,0.0,76.7,8.8
1754,2015-06,73.7,69.3,0.0,7.5,0.02,80.2,14.6
1755,2015-06,73.7,69.3,0.0,7.5,0.02,80.2,14.6
1756,2015-07,76.2,67.7,0.0,6.8,0.69,83.2,11.7
1757,2015-07,73.8,62.3,0.0,3.1,0.0,79.9,7.5
1758,2015-07,73.2,56.1,0.0,5.3,0.0,82.1,9.7
1759,2015-07,71.8,64.8,0.0,3.4,0.0,76.2,7.1
1760,2015-07,75.2,66.4,0.0,4.2,0.0,84.1,10.3
1761,2015-07,76.1,73.0,0.0,4.9,0.0,81.9,8.4
1762,2015-07,80.0,75.4,0.0,5.7,0.05,85.5,12.3
1763,2015-07,79.9,74.1,0.0,4.5,0.06,88.8,10.2
1764,2015-07,72.6,79.9,0.0,3.8,0.38,77.6,7.8
1765,2015-07,76.9,60.2,0.0,5.8,0.0,83.6,9.5
1766,2015-07,78.0,51.6,0.0,4.3,0.0,86.3,7.4
1767,2015-07,79.9,54.1,0.0,3.8,0.0,88.5,7.7
1768,2015-07,78.0,59.3,0.0,4.6,0.0,84.4,9.1
1769,2015-07,75.6,81.0,0.0,3.9,0.19,78.9,8.4
1770,2015-07,75.9,75.6,0.0,5.2,0.08,80.9,12.6
1771,2015-07,71.3,52.0,0.0,4.9,0.0,79.8,8.6
1772,2015-07,72.5,67.9,0.0,6.6,0.0,78.3,10.9
1773,2015-07,77.5,76.9,0.0,5.9,0.22,84.6,9.6
1774,2015-07,85.3,65.0,0.0,5.1,0.0,92.1,10.8
1775,2015-07,87.6,55.7,0.0,5.7,0.0,93.8,9.3
1776,2015-07,82.4,55.9,0.0,5.3,0.0,89.5,12.1
1777,2015-07,76.0,43.9,0.0,7.8,0.0,83.1,12.1
1778,2015-07,75.7,42.7,0.0,5.4,0.0,82.8,9.3
1779,2015-07,77.4,42.3,0.0,4.1,0.0,84.4,7.7
1780,2015-07,77.1,53.1,0.0,5.2,0.0,83.7,10.2
1781,2015-07,79.6,57.6,0.0,7.9,0.02,86.6,14.3
1782,2015-07,78.1,70.2,0.0,5.4,0.1,83.6,11.2
1783,2015-07,83.1,61.3,0.0,3.6,0.0,92.2,8.2
1784,2015-07,85.3,57.6,0.0,5.1,0.0,93.2,11.1
1785,2015-07,79.3,82.2,0.0,5.3,0.87,85.3,11.8
1786,2015-07,81.4,48.6,0.0,5.8,0.0,88.8,11.2
1787,2015-07,81.4,48.6,0.0,5.8,0.0,88.8,11.2
1788,2015-08,81.2,46.7,0.0,6.2,0.0,88.5,11.7
1789,2015-08,79.4,50.0,0.0,4.8,0.0,87.3,11.5
1790,2015-08,82.4,49.4,0.0,6.8,0.0,90.3,13.2
1791,2015-08,80.8,53.8,0.0,6.8,0.3,89.7,13.1
1792,2015-08,78.0,49.8,0.0,5.6,0.0,86.0,11.6
1793,2015-08,75.4,47.3,0.0,3.7,0.0,81.9,7.2
1794,2015-08,75.2,52.8,0.0,5.6,0.0,81.5,10.2
1795,2015-08,74.3,56.9,0.0,4.4,0.0,80.8,8.1
1796,2015-08,74.4,61.2,0.0,4.9,0.0,82.4,10.6
1797,2015-08,74.5,66.2,0.0,6.4,0.0,79.0,11.4
1798,2015-08,74.4,81.8,0.0,6.0,0.83,79.6,10.1
1799,2015-08,76.0,59.2,0.0,6.4,0.0,84.0,9.9
1800,2015-08,75.0,49.2,0.0,4.6,0.0,82.4,7.4
1801,2015-08,77.1,51.7,0.0,5.1,0.0,87.2,13.6
1802,2015-08,81.1,56.3,0.0,4.5,0.0,91.6,13.6
1803,2015-08,82.1,58.3,0.0,3.1,0.03,90.3,8.9
1804,2015-08,84.1,56.3,0.0,4.5,0.0,93.1,10.9
1805,2015-08,80.7,67.8,0.0,6.0,0.27,90.4,11.9
1806,2015-08,79.1,79.4,0.0,6.6,0.0,84.2,11.8
1807,2015-08,79.3,78.8,0.0,8.3,0.02,83.2,14.4
1808,2015-08,77.9,62.7,0.0,6.1,0.27,86.3,12.0
1809,2015-08,74.9,49.6,0.0,4.8,0.0,83.1,7.8
1810,2015-08,75.2,71.0,0.0,4.2,0.0,82.5,7.2
1811,2015-08,77.7,67.7,0.0,4.5,0.0,84.8,10.2
1812,2015-08,79.7,59.6,0.0,5.4,0.0,86.7,11.0
1813,2015-08,74.3,49.2,0.0,5.5,0.0,82.0,9.1
1814,2015-08,71.8,55.0,0.0,5.8,0.0,78.6,9.4
1815,2015-08,72.1,54.1,0.0,3.6,0.0,79.9,7.7
1816,2015-08,75.0,57.3,0.0,4.8,0.0,84.2,12.1
1817,2015-08,78.8,64.0,0.0,4.8,0.05,87.2,11.6
1818,2015-08,82.5,60.4,0.0,5.5,0.0,90.8,11.0
1819,2015-08,82.5,60.4,0.0,5.5,0.0,90.8,11.0
1820,2015-09,79.8,63.9,0.0,3.9,0.0,87.1,8.1
1821,2015-09,79.2,70.2,0.0,4.7,0.0,86.6,12.2
1822,2015-09,82.2,59.4,0.0,4.3,0.0,92.3,7.2
1823,2015-09,77.2,69.6,0.0,7.2,0.0,81.6,13.3
1824,2015-09,71.6,65.5,0.0,4.9,0.0,78.9,9.1
1825,2015-09,72.9,63.6,0.0,4.3,0.0,82.1,10.4
1826,2015-09,78.7,63.6,0.0,5.6,0.0,88.8,10.6
1827,2015-09,82.8,60.8,0.0,6.2,0.0,93.7,12.4
1828,2015-09,79.7,76.8,0.0,6.3,0.04,87.6,12.4
1829,2015-09,72.4,92.7,0.0,5.3,1.05,75.7,8.1
1830,2015-09,72.3,73.4,0.0,5.4,0.0,80.1,11.2
1831,2015-09,71.9,82.8,0.0,6.0,0.12,76.7,12.6
1832,2015-09,69.4,72.0,0.0,6.0,0.0,77.4,10.4
1833,2015-09,66.1,55.0,0.0,7.6,0.0,74.3,13.4
1834,2015-09,71.8,50.6,0.0,3.3,0.0,82.8,6.1
1835,2015-09,74.8,56.6,0.0,3.3,0.0,86.2,7.8
1836,2015-09,75.7,55.8,0.0,4.2,0.0,86.5,10.2
1837,2015-09,74.4,59.8,0.0,3.9,0.0,83.4,8.9
1838,2015-09,73.3,77.0,0.0,5.8,0.0,79.7,11.0
1839,2015-09,70.6,56.4,0.0,8.1,0.0,76.0,11.3
1840,2015-09,64.5,50.7,0.0,6.7,0.0,69.9,10.8
1841,2015-09,65.1,61.6,0.0,5.7,0.0,69.3,9.6
1842,2015-09,66.7,61.3,0.0,4.0,0.0,78.3,6.9
1843,2015-09,69.1,59.3,0.0,5.2,0.0,79.2,9.1
1844,2015-09,67.1,62.7,0.0,5.7,0.0,71.7,9.4
1845,2015-09,64.2,62.0,0.0,6.3,0.0,68.8,11.0
1846,2015-09,62.9,72.8,0.0,4.1,0.0,69.0,6.7
1847,2015-09,69.9,82.3,0.0,3.4,0.0,77.4,7.3
1848,2015-09,74.1,86.2,0.0,4.8,0.16,80.1,10.0
1849,2015-09,69.3,85.2,0.0,9.9,0.95,77.7,15.2
1850,2015-09,69.3,85.2,0.0,9.9,0.95,77.7,15.2
1851,2015-10,56.7,79.0,0.0,8.6,0.05,62.5,11.5
1852,2015-10,49.9,87.2,0.0,10.9,0.94,54.6,14.6
1853,2015-10,50.2,88.2,0.0,11.7,0.18,53.2,13.6
1854,2015-10,55.2,67.8,0.0,9.5,0.0,61.0,12.2
1855,2015-10,56.4,71.3,0.0,5.9,0.0,63.9,8.5
1856,2015-10,61.5,64.2,0.0,3.9,0.0,72.4,5.8
1857,2015-10,63.2,67.0,0.0,3.8,0.0,72.2,7.2
1858,2015-10,62.3,72.1,0.0,3.5,0.0,69.0,7.5
1859,2015-10,65.6,82.6,0.0,5.8,0.45,77.2,10.4
1860,2015-10,56.6,59.1,0.0,4.1,0.0,63.7,9.7
1861,2015-10,58.8,63.5,0.0,3.9,0.0,69.1,6.8
1862,2015-10,62.9,66.1,0.0,4.1,0.0,74.7,9.7
1863,2015-10,65.4,74.3,0.0,4.5,0.0,70.9,9.0
1864,2015-10,61.1,60.3,0.0,5.7,0.0,66.9,8.5
1865,2015-10,56.5,57.3,0.0,5.0,0.0,63.2,7.2
1866,2015-10,56.3,57.3,0.0,6.2,0.0,61.7,10.9
1867,2015-10,47.9,51.9,0.0,7.1,0.0,53.3,11.8
1868,2015-10,41.0,53.5,0.0,6.1,0.0,47.6,11.1
1869,2015-10,43.3,54.8,0.0,4.7,0.0,51.4,8.4
1870,2015-10,57.9,49.8,0.0,7.0,0.0,69.6,9.9
1871,2015-10,63.0,57.9,0.0,3.6,0.0,74.2,7.3
1872,2015-10,64.7,58.9,0.0,5.5,0.0,74.2,9.1
1873,2015-10,53.7,49.3,0.0,7.3,0.0,61.1,10.5
1874,2015-10,49.3,70.3,0.0,4.5,0.0,56.7,7.0
1875,2015-10,57.7,70.1,0.0,6.8,0.0,67.1,11.2
1876,2015-10,50.3,57.2,0.0,3.7,0.0,57.8,7.6
1877,2015-10,50.6,68.6,0.0,4.0,0.0,57.4,6.1
1878,2015-10,59.5,91.3,0.0,11.0,1.19,67.3,18.2
1879,2015-10,64.1,62.0,0.0,9.1,0.05,70.7,13.3
1880,2015-10,52.5,47.6,0.0,7.4,0.0,58.5,10.1
1881,2015-10,48.2,62.2,0.0,3.6,0.0,53.8,5.9
